"id","gameType","name","supertype","setName","setCode","cardNumber","rarity","imageUrl","pokemonTcgId","language","createdAt","setId"
"cmm8pvro509mo12pmzucdb8k6","POKEMON","Pinsir",,"Next Destinies","bw4","1","Rare","https://images.pokemontcg.io/bw4/1_hires.png","bw4-1","EN","2026-03-02 05:07:03.51","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrp109mq12pmj9cd2ojw","POKEMON","Seedot",,"Next Destinies","bw4","2","Common","https://images.pokemontcg.io/bw4/2_hires.png","bw4-2","EN","2026-03-02 05:07:03.541","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrpw09ms12pme5b50cil","POKEMON","Kricketot",,"Next Destinies","bw4","3","Common","https://images.pokemontcg.io/bw4/3_hires.png","bw4-3","EN","2026-03-02 05:07:03.572","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrrm09mw12pml6b9zyss","POKEMON","Shaymin-EX",,"Next Destinies","bw4","5","Rare Holo EX","https://images.pokemontcg.io/bw4/5_hires.png","bw4-5","EN","2026-03-02 05:07:03.635","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrsh09my12pmjkywx97w","POKEMON","Pansage",,"Next Destinies","bw4","6","Common","https://images.pokemontcg.io/bw4/6_hires.png","bw4-6","EN","2026-03-02 05:07:03.665","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrtd09n012pm8kqvxttu","POKEMON","Simisage",,"Next Destinies","bw4","7","Rare","https://images.pokemontcg.io/bw4/7_hires.png","bw4-7","EN","2026-03-02 05:07:03.697","cmm8prj13002012pmx0ebsc5v"
"cmm8pvru809n212pmhc32zr3j","POKEMON","Foongus",,"Next Destinies","bw4","8","Common","https://images.pokemontcg.io/bw4/8_hires.png","bw4-8","EN","2026-03-02 05:07:03.728","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrv309n412pmy7186epb","POKEMON","Amoonguss",,"Next Destinies","bw4","9","Rare","https://images.pokemontcg.io/bw4/9_hires.png","bw4-9","EN","2026-03-02 05:07:03.759","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrvy09n612pmeut4qxau","POKEMON","Growlithe",,"Next Destinies","bw4","10","Common","https://images.pokemontcg.io/bw4/10_hires.png","bw4-10","EN","2026-03-02 05:07:03.791","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrwt09n812pmkzrs6l55","POKEMON","Growlithe",,"Next Destinies","bw4","11","Common","https://images.pokemontcg.io/bw4/11_hires.png","bw4-11","EN","2026-03-02 05:07:03.821","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrxo09na12pmlq3y0jnw","POKEMON","Arcanine",,"Next Destinies","bw4","12","Rare","https://images.pokemontcg.io/bw4/12_hires.png","bw4-12","EN","2026-03-02 05:07:03.853","cmm8prj13002012pmx0ebsc5v"
"cmm8pvryj09nc12pmxp6c2jjx","POKEMON","Arcanine",,"Next Destinies","bw4","13","Uncommon","https://images.pokemontcg.io/bw4/13_hires.png","bw4-13","EN","2026-03-02 05:07:03.883","cmm8prj13002012pmx0ebsc5v"
"cmm8pvrze09ne12pmtywyvr8r","POKEMON","Moltres",,"Next Destinies","bw4","14","Rare Holo","https://images.pokemontcg.io/bw4/14_hires.png","bw4-14","EN","2026-03-02 05:07:03.914","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs0a09ng12pm63mlw5rt","POKEMON","Pansear",,"Next Destinies","bw4","15","Common","https://images.pokemontcg.io/bw4/15_hires.png","bw4-15","EN","2026-03-02 05:07:03.946","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs1609ni12pmpnxx0dc8","POKEMON","Simisear",,"Next Destinies","bw4","16","Rare","https://images.pokemontcg.io/bw4/16_hires.png","bw4-16","EN","2026-03-02 05:07:03.978","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs2w09nm12pm3v95z4tc","POKEMON","Litwick",,"Next Destinies","bw4","18","Common","https://images.pokemontcg.io/bw4/18_hires.png","bw4-18","EN","2026-03-02 05:07:04.041","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs3r09no12pmneptr06d","POKEMON","Lampent",,"Next Destinies","bw4","19","Uncommon","https://images.pokemontcg.io/bw4/19_hires.png","bw4-19","EN","2026-03-02 05:07:04.071","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs4l09nq12pmfq1cv3tq","POKEMON","Chandelure",,"Next Destinies","bw4","20","Rare Holo","https://images.pokemontcg.io/bw4/20_hires.png","bw4-20","EN","2026-03-02 05:07:04.102","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs5g09ns12pmj36l0whh","POKEMON","Reshiram",,"Next Destinies","bw4","21","Rare","https://images.pokemontcg.io/bw4/21_hires.png","bw4-21","EN","2026-03-02 05:07:04.132","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs6b09nu12pmvauxn7pa","POKEMON","Reshiram-EX",,"Next Destinies","bw4","22","Rare Holo EX","https://images.pokemontcg.io/bw4/22_hires.png","bw4-22","EN","2026-03-02 05:07:04.163","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs7609nw12pmb1zsikdq","POKEMON","Staryu",,"Next Destinies","bw4","23","Common","https://images.pokemontcg.io/bw4/23_hires.png","bw4-23","EN","2026-03-02 05:07:04.194","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs8109ny12pmjj1v1ns1","POKEMON","Starmie",,"Next Destinies","bw4","24","Uncommon","https://images.pokemontcg.io/bw4/24_hires.png","bw4-24","EN","2026-03-02 05:07:04.226","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs8w09o012pm252gltld","POKEMON","Lapras",,"Next Destinies","bw4","25","Rare","https://images.pokemontcg.io/bw4/25_hires.png","bw4-25","EN","2026-03-02 05:07:04.257","cmm8prj13002012pmx0ebsc5v"
"cmm8pvs9s09o212pm08l7ah24","POKEMON","Lapras",,"Next Destinies","bw4","26","Uncommon","https://images.pokemontcg.io/bw4/26_hires.png","bw4-26","EN","2026-03-02 05:07:04.288","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsan09o412pmgmrtcn6b","POKEMON","Articuno",,"Next Destinies","bw4","27","Rare Holo","https://images.pokemontcg.io/bw4/27_hires.png","bw4-27","EN","2026-03-02 05:07:04.319","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsbi09o612pmi54mxg4s","POKEMON","Panpour",,"Next Destinies","bw4","28","Common","https://images.pokemontcg.io/bw4/28_hires.png","bw4-28","EN","2026-03-02 05:07:04.351","cmm8prj13002012pmx0ebsc5v"
"cmm8pvscd09o812pmizlaedm2","POKEMON","Simipour",,"Next Destinies","bw4","29","Rare","https://images.pokemontcg.io/bw4/29_hires.png","bw4-29","EN","2026-03-02 05:07:04.382","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsd909oa12pml800ugqo","POKEMON","Basculin",,"Next Destinies","bw4","30","Uncommon","https://images.pokemontcg.io/bw4/30_hires.png","bw4-30","EN","2026-03-02 05:07:04.413","cmm8prj13002012pmx0ebsc5v"
"cmm8pvse409oc12pmy5w74h8b","POKEMON","Vanillite",,"Next Destinies","bw4","31","Common","https://images.pokemontcg.io/bw4/31_hires.png","bw4-31","EN","2026-03-02 05:07:04.444","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsez09oe12pmfjogr80w","POKEMON","Vanillish",,"Next Destinies","bw4","32","Uncommon","https://images.pokemontcg.io/bw4/32_hires.png","bw4-32","EN","2026-03-02 05:07:04.476","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsfu09og12pm7t8ea6rh","POKEMON","Vanilluxe",,"Next Destinies","bw4","33","Rare Holo","https://images.pokemontcg.io/bw4/33_hires.png","bw4-33","EN","2026-03-02 05:07:04.507","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsgp09oi12pm4r75jiq6","POKEMON","Frillish",,"Next Destinies","bw4","34","Uncommon","https://images.pokemontcg.io/bw4/34_hires.png","bw4-34","EN","2026-03-02 05:07:04.538","cmm8prj13002012pmx0ebsc5v"
"cmm8pvshk09ok12pme30sfu3b","POKEMON","Jellicent",,"Next Destinies","bw4","35","Rare","https://images.pokemontcg.io/bw4/35_hires.png","bw4-35","EN","2026-03-02 05:07:04.569","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsif09om12pm2dghl3sp","POKEMON","Cubchoo",,"Next Destinies","bw4","36","Common","https://images.pokemontcg.io/bw4/36_hires.png","bw4-36","EN","2026-03-02 05:07:04.599","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsja09oo12pmu0a7xs89","POKEMON","Beartic",,"Next Destinies","bw4","37","Rare","https://images.pokemontcg.io/bw4/37_hires.png","bw4-37","EN","2026-03-02 05:07:04.631","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsk609oq12pm96ipp3z8","POKEMON","Kyurem-EX",,"Next Destinies","bw4","38","Rare Holo EX","https://images.pokemontcg.io/bw4/38_hires.png","bw4-38","EN","2026-03-02 05:07:04.662","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsl109os12pmmdpoihk5","POKEMON","Pikachu",,"Next Destinies","bw4","39","Common","https://images.pokemontcg.io/bw4/39_hires.png","bw4-39","EN","2026-03-02 05:07:04.693","cmm8prj13002012pmx0ebsc5v"
"cmm8pvslv09ou12pmnj536vn3","POKEMON","Raichu",,"Next Destinies","bw4","40","Uncommon","https://images.pokemontcg.io/bw4/40_hires.png","bw4-40","EN","2026-03-02 05:07:04.724","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsmq09ow12pm88cjamjm","POKEMON","Zapdos",,"Next Destinies","bw4","41","Rare Holo","https://images.pokemontcg.io/bw4/41_hires.png","bw4-41","EN","2026-03-02 05:07:04.755","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsnl09oy12pm07apwhpz","POKEMON","Shinx",,"Next Destinies","bw4","42","Common","https://images.pokemontcg.io/bw4/42_hires.png","bw4-42","EN","2026-03-02 05:07:04.786","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsoh09p012pmeo9duwk4","POKEMON","Shinx",,"Next Destinies","bw4","43","Common","https://images.pokemontcg.io/bw4/43_hires.png","bw4-43","EN","2026-03-02 05:07:04.817","cmm8prj13002012pmx0ebsc5v"
"cmm8pvspc09p212pmthakm969","POKEMON","Luxio",,"Next Destinies","bw4","44","Uncommon","https://images.pokemontcg.io/bw4/44_hires.png","bw4-44","EN","2026-03-02 05:07:04.848","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsq709p412pmkqplodgf","POKEMON","Luxio",,"Next Destinies","bw4","45","Uncommon","https://images.pokemontcg.io/bw4/45_hires.png","bw4-45","EN","2026-03-02 05:07:04.879","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsr209p612pm0xlleewv","POKEMON","Luxray",,"Next Destinies","bw4","46","Rare Holo","https://images.pokemontcg.io/bw4/46_hires.png","bw4-46","EN","2026-03-02 05:07:04.91","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsrw09p812pmzkse27b6","POKEMON","Blitzle",,"Next Destinies","bw4","47","Common","https://images.pokemontcg.io/bw4/47_hires.png","bw4-47","EN","2026-03-02 05:07:04.941","cmm8prj13002012pmx0ebsc5v"
"cmm8pvssr09pa12pmlb7xinj6","POKEMON","Zebstrika",,"Next Destinies","bw4","48","Rare","https://images.pokemontcg.io/bw4/48_hires.png","bw4-48","EN","2026-03-02 05:07:04.971","cmm8prj13002012pmx0ebsc5v"
"cmm8pvstm09pc12pmnie0hpwc","POKEMON","Emolga",,"Next Destinies","bw4","49","Uncommon","https://images.pokemontcg.io/bw4/49_hires.png","bw4-49","EN","2026-03-02 05:07:05.002","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsuh09pe12pmm46wfuri","POKEMON","Zekrom",,"Next Destinies","bw4","50","Rare","https://images.pokemontcg.io/bw4/50_hires.png","bw4-50","EN","2026-03-02 05:07:05.034","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsvd09pg12pmlngjm8p6","POKEMON","Zekrom-EX",,"Next Destinies","bw4","51","Rare Holo EX","https://images.pokemontcg.io/bw4/51_hires.png","bw4-51","EN","2026-03-02 05:07:05.066","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsw809pi12pmzsqpmys4","POKEMON","Grimer",,"Next Destinies","bw4","52","Common","https://images.pokemontcg.io/bw4/52_hires.png","bw4-52","EN","2026-03-02 05:07:05.096","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsx309pk12pmm8v6jyhe","POKEMON","Muk",,"Next Destinies","bw4","53","Rare","https://images.pokemontcg.io/bw4/53_hires.png","bw4-53","EN","2026-03-02 05:07:05.128","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsxz09pm12pmuc9a0w04","POKEMON","Mewtwo-EX",,"Next Destinies","bw4","54","Rare Holo EX","https://images.pokemontcg.io/bw4/54_hires.png","bw4-54","EN","2026-03-02 05:07:05.159","cmm8prj13002012pmx0ebsc5v"
"cmm8pvsyu09po12pmqcx88n0w","POKEMON","Ralts",,"Next Destinies","bw4","55","Common","https://images.pokemontcg.io/bw4/55_hires.png","bw4-55","EN","2026-03-02 05:07:05.19","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt0k09ps12pmc5r9i1rn","POKEMON","Gardevoir",,"Next Destinies","bw4","57","Rare Holo","https://images.pokemontcg.io/bw4/57_hires.png","bw4-57","EN","2026-03-02 05:07:05.253","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt1f09pu12pmpttyz8wh","POKEMON","Munna",,"Next Destinies","bw4","58","Common","https://images.pokemontcg.io/bw4/58_hires.png","bw4-58","EN","2026-03-02 05:07:05.283","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt2a09pw12pmchtllenu","POKEMON","Musharna",,"Next Destinies","bw4","59","Rare","https://images.pokemontcg.io/bw4/59_hires.png","bw4-59","EN","2026-03-02 05:07:05.314","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt3509py12pmnx76us5u","POKEMON","Darmanitan",,"Next Destinies","bw4","60","Rare","https://images.pokemontcg.io/bw4/60_hires.png","bw4-60","EN","2026-03-02 05:07:05.346","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt4109q012pmvtq6j95o","POKEMON","Elgyem",,"Next Destinies","bw4","61","Common","https://images.pokemontcg.io/bw4/61_hires.png","bw4-61","EN","2026-03-02 05:07:05.378","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt4w09q212pm9u6hyzuj","POKEMON","Beheeyem",,"Next Destinies","bw4","62","Rare","https://images.pokemontcg.io/bw4/62_hires.png","bw4-62","EN","2026-03-02 05:07:05.409","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt5r09q412pmul39qw2i","POKEMON","Riolu",,"Next Destinies","bw4","63","Common","https://images.pokemontcg.io/bw4/63_hires.png","bw4-63","EN","2026-03-02 05:07:05.44","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt6n09q612pmqjkzydim","POKEMON","Lucario",,"Next Destinies","bw4","64","Rare Holo","https://images.pokemontcg.io/bw4/64_hires.png","bw4-64","EN","2026-03-02 05:07:05.471","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt7i09q812pmz28iosru","POKEMON","Hippopotas",,"Next Destinies","bw4","65","Common","https://images.pokemontcg.io/bw4/65_hires.png","bw4-65","EN","2026-03-02 05:07:05.502","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt8d09qa12pmoi79yvuo","POKEMON","Hippowdon",,"Next Destinies","bw4","66","Uncommon","https://images.pokemontcg.io/bw4/66_hires.png","bw4-66","EN","2026-03-02 05:07:05.533","cmm8prj13002012pmx0ebsc5v"
"cmm8pvt9j09qc12pmosyilkno","POKEMON","Mienfoo",,"Next Destinies","bw4","67","Common","https://images.pokemontcg.io/bw4/67_hires.png","bw4-67","EN","2026-03-02 05:07:05.576","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtaf09qe12pm6kbihyau","POKEMON","Mienshao",,"Next Destinies","bw4","68","Uncommon","https://images.pokemontcg.io/bw4/68_hires.png","bw4-68","EN","2026-03-02 05:07:05.607","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtba09qg12pmrmvtf6ql","POKEMON","Sneasel",,"Next Destinies","bw4","69","Common","https://images.pokemontcg.io/bw4/69_hires.png","bw4-69","EN","2026-03-02 05:07:05.638","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtc509qi12pm8e9jtji1","POKEMON","Weavile",,"Next Destinies","bw4","70","Rare","https://images.pokemontcg.io/bw4/70_hires.png","bw4-70","EN","2026-03-02 05:07:05.67","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtd109qk12pmvwgn0r0n","POKEMON","Nuzleaf",,"Next Destinies","bw4","71","Uncommon","https://images.pokemontcg.io/bw4/71_hires.png","bw4-71","EN","2026-03-02 05:07:05.701","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtdw09qm12pmhjzxor23","POKEMON","Shiftry",,"Next Destinies","bw4","72","Rare","https://images.pokemontcg.io/bw4/72_hires.png","bw4-72","EN","2026-03-02 05:07:05.733","cmm8prj13002012pmx0ebsc5v"
"cmm8pvter09qo12pmgeeb9odg","POKEMON","Scraggy",,"Next Destinies","bw4","73","Uncommon","https://images.pokemontcg.io/bw4/73_hires.png","bw4-73","EN","2026-03-02 05:07:05.763","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtfm09qq12pmzflro7af","POKEMON","Scrafty",,"Next Destinies","bw4","74","Rare Holo","https://images.pokemontcg.io/bw4/74_hires.png","bw4-74","EN","2026-03-02 05:07:05.795","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtgi09qs12pm8rlbqaeh","POKEMON","Bronzor",,"Next Destinies","bw4","75","Common","https://images.pokemontcg.io/bw4/75_hires.png","bw4-75","EN","2026-03-02 05:07:05.826","cmm8prj13002012pmx0ebsc5v"
"cmm8pvthd09qu12pmas4zr5nx","POKEMON","Bronzong",,"Next Destinies","bw4","76","Rare","https://images.pokemontcg.io/bw4/76_hires.png","bw4-76","EN","2026-03-02 05:07:05.857","cmm8prj13002012pmx0ebsc5v"
"cmm8pvti809qw12pme3w8ldez","POKEMON","Ferroseed",,"Next Destinies","bw4","77","Common","https://images.pokemontcg.io/bw4/77_hires.png","bw4-77","EN","2026-03-02 05:07:05.889","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtj409qy12pmbju1lvkn","POKEMON","Jigglypuff",,"Next Destinies","bw4","78","Uncommon","https://images.pokemontcg.io/bw4/78_hires.png","bw4-78","EN","2026-03-02 05:07:05.92","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtjz09r012pmzhuv7wey","POKEMON","Wigglytuff",,"Next Destinies","bw4","79","Rare","https://images.pokemontcg.io/bw4/79_hires.png","bw4-79","EN","2026-03-02 05:07:05.951","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtku09r212pmpdqv9uso","POKEMON","Meowth",,"Next Destinies","bw4","80","Common","https://images.pokemontcg.io/bw4/80_hires.png","bw4-80","EN","2026-03-02 05:07:05.983","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtlq09r412pmmif15ptw","POKEMON","Persian",,"Next Destinies","bw4","81","Rare","https://images.pokemontcg.io/bw4/81_hires.png","bw4-81","EN","2026-03-02 05:07:06.014","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtni09r812pmcfq8vwhc","POKEMON","Pidove",,"Next Destinies","bw4","83","Common","https://images.pokemontcg.io/bw4/83_hires.png","bw4-83","EN","2026-03-02 05:07:06.078","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtod09ra12pmkgcpsejk","POKEMON","Minccino",,"Next Destinies","bw4","84","Uncommon","https://images.pokemontcg.io/bw4/84_hires.png","bw4-84","EN","2026-03-02 05:07:06.109","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtp909rc12pmp931xzmk","POKEMON","Cinccino",,"Next Destinies","bw4","85","Rare Holo","https://images.pokemontcg.io/bw4/85_hires.png","bw4-85","EN","2026-03-02 05:07:06.141","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtq409re12pmtjsf41he","POKEMON","Cilan",,"Next Destinies","bw4","86","Uncommon","https://images.pokemontcg.io/bw4/86_hires.png","bw4-86","EN","2026-03-02 05:07:06.173","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtqz09rg12pmjpgk8km3","POKEMON","Exp. Share",,"Next Destinies","bw4","87","Uncommon","https://images.pokemontcg.io/bw4/87_hires.png","bw4-87","EN","2026-03-02 05:07:06.203","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtru09ri12pmv6wwphxc","POKEMON","Heavy Ball",,"Next Destinies","bw4","88","Uncommon","https://images.pokemontcg.io/bw4/88_hires.png","bw4-88","EN","2026-03-02 05:07:06.234","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtsp09rk12pm083ny0uq","POKEMON","Level Ball",,"Next Destinies","bw4","89","Uncommon","https://images.pokemontcg.io/bw4/89_hires.png","bw4-89","EN","2026-03-02 05:07:06.266","cmm8prj13002012pmx0ebsc5v"
"cmm8pvttk09rm12pm16qh6gd4","POKEMON","Pokémon Center",,"Next Destinies","bw4","90","Uncommon","https://images.pokemontcg.io/bw4/90_hires.png","bw4-90","EN","2026-03-02 05:07:06.297","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtuf09ro12pmc26h9hhl","POKEMON","Skyarrow Bridge",,"Next Destinies","bw4","91","Uncommon","https://images.pokemontcg.io/bw4/91_hires.png","bw4-91","EN","2026-03-02 05:07:06.328","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtvb09rq12pm22tgwul1","POKEMON","Double Colorless Energy",,"Next Destinies","bw4","92","Uncommon","https://images.pokemontcg.io/bw4/92_hires.png","bw4-92","EN","2026-03-02 05:07:06.359","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtw609rs12pmkpi7psin","POKEMON","Prism Energy",,"Next Destinies","bw4","93","Uncommon","https://images.pokemontcg.io/bw4/93_hires.png","bw4-93","EN","2026-03-02 05:07:06.39","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtx109ru12pmt1aq2y89","POKEMON","Shaymin-EX",,"Next Destinies","bw4","94","Rare Ultra","https://images.pokemontcg.io/bw4/94_hires.png","bw4-94","EN","2026-03-02 05:07:06.421","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtyr09ry12pmkhw9cwep","POKEMON","Kyurem-EX",,"Next Destinies","bw4","96","Rare Ultra","https://images.pokemontcg.io/bw4/96_hires.png","bw4-96","EN","2026-03-02 05:07:06.483","cmm8prj13002012pmx0ebsc5v"
"cmm8pvtzm09s012pme84005p6","POKEMON","Zekrom-EX",,"Next Destinies","bw4","97","Rare Ultra","https://images.pokemontcg.io/bw4/97_hires.png","bw4-97","EN","2026-03-02 05:07:06.514","cmm8prj13002012pmx0ebsc5v"
"cmm8pvu0h09s212pmydl4avwj","POKEMON","Mewtwo-EX",,"Next Destinies","bw4","98","Rare Ultra","https://images.pokemontcg.io/bw4/98_hires.png","bw4-98","EN","2026-03-02 05:07:06.545","cmm8prj13002012pmx0ebsc5v"
"cmm8pvu1c09s412pmdrczxdeo","POKEMON","Regigigas-EX",,"Next Destinies","bw4","99","Rare Ultra","https://images.pokemontcg.io/bw4/99_hires.png","bw4-99","EN","2026-03-02 05:07:06.576","cmm8prj13002012pmx0ebsc5v"
"cmm8pvu2609s612pm3uv6c1na","POKEMON","Emboar",,"Next Destinies","bw4","100","Rare Secret","https://images.pokemontcg.io/bw4/100_hires.png","bw4-100","EN","2026-03-02 05:07:06.607","cmm8prj13002012pmx0ebsc5v"
"cmm8pvu3109s812pm9klwp8hw","POKEMON","Chandelure",,"Next Destinies","bw4","101","Rare Secret","https://images.pokemontcg.io/bw4/101_hires.png","bw4-101","EN","2026-03-02 05:07:06.637","cmm8prj13002012pmx0ebsc5v"
"cmm8pvu3w09sa12pm55ryf754","POKEMON","Zoroark",,"Next Destinies","bw4","102","Rare Secret","https://images.pokemontcg.io/bw4/102_hires.png","bw4-102","EN","2026-03-02 05:07:06.669","cmm8prj13002012pmx0ebsc5v"
"cmm8pvu4r09sc12pmwkf2qey9","POKEMON","Hydreigon",,"Next Destinies","bw4","103","Rare Secret","https://images.pokemontcg.io/bw4/103_hires.png","bw4-103","EN","2026-03-02 05:07:06.699","cmm8prj13002012pmx0ebsc5v"
"cmm8pvu5m09se12pm8cr9dett","POKEMON","Bulbasaur",,"Dark Explorers","bw5","1","Common","https://images.pokemontcg.io/bw5/1_hires.png","bw5-1","EN","2026-03-02 05:07:06.73","cmm8prj1y002112pm8qfu2chc"
"cmm8pvu6h09sg12pmazinemjm","POKEMON","Ivysaur",,"Dark Explorers","bw5","2","Uncommon","https://images.pokemontcg.io/bw5/2_hires.png","bw5-2","EN","2026-03-02 05:07:06.761","cmm8prj1y002112pm8qfu2chc"
"cmm8pvu7c09si12pmin1hpi3j","POKEMON","Venusaur",,"Dark Explorers","bw5","3","Rare Holo","https://images.pokemontcg.io/bw5/3_hires.png","bw5-3","EN","2026-03-02 05:07:06.792","cmm8prj1y002112pm8qfu2chc"
"cmm8pvu8709sk12pmksom08wi","POKEMON","Scyther",,"Dark Explorers","bw5","4","Uncommon","https://images.pokemontcg.io/bw5/4_hires.png","bw5-4","EN","2026-03-02 05:07:06.823","cmm8prj1y002112pm8qfu2chc"
"cmm8pvu9109sm12pm4pbtjn0u","POKEMON","Carnivine",,"Dark Explorers","bw5","5","Rare","https://images.pokemontcg.io/bw5/5_hires.png","bw5-5","EN","2026-03-02 05:07:06.854","cmm8prj1y002112pm8qfu2chc"
"cmm8pvu9x09so12pm1ske7u2p","POKEMON","Leafeon",,"Dark Explorers","bw5","6","Rare","https://images.pokemontcg.io/bw5/6_hires.png","bw5-6","EN","2026-03-02 05:07:06.885","cmm8prj1y002112pm8qfu2chc"
"cmm8pvuas09sq12pmorast29g","POKEMON","Dwebble",,"Dark Explorers","bw5","7","Common","https://images.pokemontcg.io/bw5/7_hires.png","bw5-7","EN","2026-03-02 05:07:06.916","cmm8prj1y002112pm8qfu2chc"
"cmm8pvubn09ss12pmnn4pmske","POKEMON","Crustle",,"Dark Explorers","bw5","8","Uncommon","https://images.pokemontcg.io/bw5/8_hires.png","bw5-8","EN","2026-03-02 05:07:06.947","cmm8prj1y002112pm8qfu2chc"
"cmm8pvucj09su12pmbaea12yd","POKEMON","Karrablast",,"Dark Explorers","bw5","9","Common","https://images.pokemontcg.io/bw5/9_hires.png","bw5-9","EN","2026-03-02 05:07:06.979","cmm8prj1y002112pm8qfu2chc"
"cmm8pvude09sw12pmgqy3v71a","POKEMON","Shelmet",,"Dark Explorers","bw5","10","Common","https://images.pokemontcg.io/bw5/10_hires.png","bw5-10","EN","2026-03-02 05:07:07.01","cmm8prj1y002112pm8qfu2chc"
"cmm8pvue909sy12pm1g8k7ni9","POKEMON","Accelgor",,"Dark Explorers","bw5","11","Rare","https://images.pokemontcg.io/bw5/11_hires.png","bw5-11","EN","2026-03-02 05:07:07.042","cmm8prj1y002112pm8qfu2chc"
"cmm8pvuf509t012pm52lagu7f","POKEMON","Flareon",,"Dark Explorers","bw5","12","Uncommon","https://images.pokemontcg.io/bw5/12_hires.png","bw5-12","EN","2026-03-02 05:07:07.073","cmm8prj1y002112pm8qfu2chc"
"cmm8pvug009t212pmpa29dkvp","POKEMON","Entei-EX",,"Dark Explorers","bw5","13","Rare Holo EX","https://images.pokemontcg.io/bw5/13_hires.png","bw5-13","EN","2026-03-02 05:07:07.105","cmm8prj1y002112pm8qfu2chc"
"cmm8pvugv09t412pmxajwa7f9","POKEMON","Torchic",,"Dark Explorers","bw5","14","Common","https://images.pokemontcg.io/bw5/14_hires.png","bw5-14","EN","2026-03-02 05:07:07.135","cmm8prj1y002112pm8qfu2chc"
